NAME,B01001_001E,B19013_001E,B25001_001E,B25003_001E,B25003_002E,B25077_001E,B25034_001E,B25034_006E,B25034_011E,B08303_001E,B08303_012E,B08303_013E,B08201_001E,B08201_002E,B17001_001E,B17001_002E,state,county,tract,population_total,population_total_moe,median_household_income,median_household_income_moe,housing_units_total,housing_units_total_moe,occupied_units_total,occupied_units_total_moe,owner_occupied_units,owner_occupied_units_moe,median_home_value,median_home_value_moe,housing_built_total,housing_built_total_moe,housing_built_1980_1989,housing_built_1980_1989_moe,housing_built_1979_earlier,housing_built_1979_earlier_moe,workers_commute_total,workers_commute_total_moe,workers_commute_60_89,workers_commute_60_89_moe,workers_commute_90_plus,workers_commute_90_plus_moe,households_vehicle_total,households_vehicle_total_moe,households_no_vehicle,households_no_vehicle_moe,poverty_universe,poverty_universe_moe,poverty_count,poverty_count_moe,GEOID,homeownership_rate,long_commute_share,poverty_rate,no_vehicle_share,old_housing_share,income_per_housing_unit,commute_stress_index,housing_risk_proxy,income_moe_ratio,poor_quality_income,opportunity_score,risk_score
Census Tract 101; Cook County; Illinois,4198,74145,2905,2284,688,340700,2905,0,1603,1955,311,0,2284,695,4097,545,17,031,010100,4198,4198,74145,74145,2905,2905,2284,2284,688,688,340700,340700,2905,2905,0,0,1603,1603,1955,1955,311,311,0,0,2284,2284,695,695,4097,4097,545,545,17031010100,0.30122591943957966,0.15907928388746803,0.13302416402245545,0.3042907180385289,0.5518072289156627,25.523235800344235,0.04840634951917263,0.3855885890321356,1.0,True,0.7074744469824973,0.3776600154819513
Census Tract 1006; Cook County; Illinois,4806,78689,1977,1885,1455,360800,1977,66,316,2075,224,36,1885,141,4806,383,17,031,100600,4806,4806,78689,78689,1977,1977,1885,1885,1455,1455,360800,360800,1977,1977,66,66,316,316,2075,2075,224,224,36,36,1885,1885,141,141,4806,4806,383,383,17031100600,0.7718832891246684,0.12530120481927712,0.07969205160216396,0.07480106100795755,0.19322205361659078,39.80222559433485,0.009372663066057333,0.04407717933959366,1.0,True,0.8882224746286465,0.16862354049969963
Census Tract 1007; Cook County; Illinois,5335,134767,1948,1886,1756,405600,1948,37,183,2209,288,73,1886,72,5335,351,17,031,100700,5335,5335,134767,134767,1948,1948,1886,1886,1756,1756,405600,405600,1948,1948,37,37,183,183,2209,2209,288,288,73,73,1886,1886,72,72,5335,5335,351,351,17031100700,0.9310710498409331,0.16342236306020824,0.06579194001874414,0.03817603393425239,0.11293634496919917,69.18223819301848,0.006238817677802224,0.007784583693529111,1.0,True,0.947531786097922,0.14923161493426942
Census Tract 1101; Cook County; Illinois,5401,97743,2514,2443,1641,428200,2514,112,1086,2774,222,88,2443,257,5353,389,17,031,110100,5401,5401,97743,97743,2514,2514,2443,2443,1641,1641,428200,428200,2514,2514,112,112,1086,1086,2774,2774,222,222,88,88,2443,2443,257,257,5353,5353,389,389,17031110100,0.6717151043798608,0.11175198269646719,0.0726695311040538,0.1051985264019648,0.47653142402545745,38.87947494033413,0.011756143902166217,0.1564380687959136,1.0,True,0.8579843707744975,0.2480839890200026
Census Tract 1102; Cook County; Illinois,2871,76563,1471,1376,669,415600,1471,50,496,1117,12,0,1376,281,2856,240,17,031,110200,2871,2871,76563,76563,1471,1471,1376,1376,669,669,415600,415600,1471,1471,50,50,496,496,1117,1117,12,12,0,0,1376,1376,281,281,2856,2856,240,240,17031110200,0.48619186046511625,0.010743061772605193,0.08403361344537816,0.20421511627906977,0.3711760707002039,52.04826648538409,0.002193895609085799,0.19071328632634024,1.0,True,0.7910485878318768,0.2029418193682903
Census Tract 1103; Cook County; Illinois,5183,119750,1976,1848,1656,398200,1976,33,523,2168,100,44,1848,86,5183,130,17,031,110300,5183,5183,119750,119750,1976,1976,1848,1848,1656,1656,398200,398200,1976,1976,33,33,523,523,2168,2168,100,100,44,44,1848,1848,86,86,5183,5183,130,130,17031110300,0.8961038961038961,0.06642066420664207,0.025081998842369283,0.046536796536796536,0.2813765182186235,60.60222672064777,0.0030910049360233865,0.029233923970766084,1.0,True,0.9540815638757348,0.13570143881154878
Census Tract 1104; Cook County; Illinois,4658,92315,2294,2164,1384,377400,2294,85,656,2131,253,62,2164,196,4646,134,17,031,110400,4658,4658,92315,92315,2294,2294,2164,2164,1384,1384,377400,377400,2294,2294,85,85,656,656,2131,2131,253,253,62,62,2164,2164,196,196,4646,4646,134,134,17031110400,0.6395563770794824,0.14781792585640544,0.028842014636246232,0.09057301293900184,0.32301656495204883,40.24193548387097,0.013388314911208624,0.11642926093465716,1.0,True,0.8668698386232876,0.2042955794119955
Census Tract 1105.01; Cook County; Illinois,5017,105568,1995,1962,1218,408900,1995,22,1025,2238,61,27,1962,104,4988,247,17,031,110501,5017,5017,105568,105568,1995,1995,1962,1962,1218,1218,408900,408900,1995,1995,22,22,1025,1025,2238,2238,61,61,27,27,1962,1962,104,104,4988,4988,247,247,17031110501,0.6207951070336392,0.03932082216264522,0.04951884522854852,0.053007135575942915,0.524812030075188,52.916290726817046,0.0020842841513328764,0.1990112896921202,1.0,True,0.8513722100554205,0.19997910334858143
Census Tract 1105.02; Cook County; Illinois,3519,71992,1649,1545,1066,345500,1649,132,467,1327,211,15,1545,283,3519,355,17,031,110502,3519,3519,71992,71992,1649,1649,1545,1545,1066,1066,345500,345500,1649,1649,132,132,467,467,1327,1327,211,211,15,15,1545,1545,283,283,3519,3519,355,355,17031110502,0.6899676375404531,0.17030896759608138,0.10088093208297812,0.1831715210355987,0.3632504548211037,43.657974530018194,0.031195752640576717,0.11261939667269169,1.0,True,0.8514343310447868,0.28101412697082684
Census Tract 1201; Cook County; Illinois,4284,163007,1610,1523,1485,581300,1610,12,284,1426,112,51,1523,12,4256,107,17,031,120100,4284,4284,163007,163007,1610,1610,1523,1523,1485,1485,581300,581300,1610,1610,12,12,284,284,1426,1426,112,112,51,51,1523,1523,12,12,4256,4256,107,107,17031120100,0.9750492449113591,0.11430575035063113,0.025140977443609023,0.007879185817465528,0.18385093167701863,101.24658385093167,0.0009006362470174481,0.004587219569091736,1.0,True,0.9803919144183997,0.12051674736629726
Census Tract 1202; Cook County; Illinois,4600,141458,1857,1805,1532,587100,1857,25,263,1771,124,130,1805,76,4600,186,17,031,120200,4600,4600,141458,141458,1857,1857,1805,1805,1532,1532,587100,587100,1857,1857,25,25,263,263,1771,1771,124,124,130,130,1805,1805,76,76,4600,4600,186,186,17031120200,0.8487534626038781,0.14342179559570864,0.04043478260869565,0.042105263157894736,0.15508885298869143,76.17555196553582,0.0060388124461351,0.023456652003275773,1.0,True,0.9314403367132847,0.14352898455891536
Census Tract 1203; Cook County; Illinois,7025,139338,2589,2589,2333,520100,2589,224,376,2514,297,72,2589,167,6998,358,17,031,120300,7025,7025,139338,139338,2589,2589,2589,2589,2333,2333,520100,520100,2589,2589,224,224,376,376,2514,2514,297,297,72,72,2589,2589,167,167,6998,6998,358,358,17031120300,0.9011201235998455,0.1467780429594272,0.05115747356387539,0.06450366937041328,0.23174971031286212,53.819235225955964,0.00946772235389121,0.022915382711507417,1.0,True,0.9440976638070876,0.1774195313331499
Census Tract 1204; Cook County; Illinois,3992,108145,1387,1334,1056,415700,1387,34,727,1963,82,26,1334,99,3992,307,17,031,120400,3992,3992,108145,108145,1387,1387,1334,1334,1056,1056,415700,415700,1387,1387,34,34,727,727,1963,1963,82,82,26,26,1334,1334,99,99,3992,3992,307,307,17031120400,0.7916041979010495,0.05501782985226694,0.07690380761523045,0.07421289355322339,0.5486661860129777,77.97043979812545,0.004083032350355642,0.11433972991874644,1.0,True,0.8960582508301957,0.2306610154651963
Census Tract 1301; Cook County; Illinois,5418,34565,2010,1874,936,475000,2010,40,189,1284,91,0,1874,464,5182,1058,17,031,130100,5418,5418,34565,34565,2010,2010,1874,1874,936,936,475000,475000,2010,2010,40,40,189,189,1284,1284,91,91,0,0,1874,1874,464,464,5182,5182,1058,1058,17031130100,0.4994663820704376,0.07087227414330217,0.20416827479737554,0.24759871931696906,0.11393034825870647,17.196517412935325,0.01754788431296276,0.057025969405905375,1.0,True,0.7417060379753432,0.21625603401033755
Census Tract 1302; Cook County; Illinois,1394,120625,775,705,613,352500,775,11,182,392,21,0,705,31,1394,212,17,031,130200,1394,1394,120625,120625,775,775,705,705,613,613,352500,352500,775,775,11,11,182,182,392,392,21,21,0,0,705,705,31,31,1394,1394,212,212,17031130200,0.8695035460992908,0.05357142857142857,0.15208034433285508,0.04397163120567376,0.24903225806451612,155.6451612903226,0.002355623100303951,0.03249782658430564,1.0,True,0.8883981119251216,0.16192031796977363
Census Tract 1303; Cook County; Illinois,4944,67833,2018,1898,804,431200,2018,0,691,2300,178,49,1898,184,4944,532,17,031,130300,4944,4944,67833,67833,2018,2018,1898,1898,804,804,431200,431200,2018,2018,0,0,691,691,2300,2300,178,178,49,49,1898,1898,184,184,4944,4944,532,532,17031130300,0.42360379346680715,0.09869565217391305,0.1076051779935275,0.09694415173867228,0.34241823587710607,33.613974231912785,0.009567966280295047,0.197368572207352,1.0,True,0.7596359801293167,0.21312019847930933
Census Tract 1401; Cook County; Illinois,3610,78686,1349,1269,340,331900,1349,54,542,1717,173,30,1269,188,3610,236,17,031,140100,3610,3610,78686,78686,1349,1349,1269,1269,340,340,331900,331900,1349,1349,54,54,542,542,1717,1717,173,173,30,30,1269,1269,188,188,3610,3610,236,236,17031140100,0.26792750197005516,0.11822947000582411,0.06537396121883657,0.14814814814814814,0.44180874722016306,58.32913269088213,0.017515477037899865,0.32343603322894526,1.0,True,0.7266429041035246,0.25311870845048323
Census Tract 1402; Cook County; Illinois,6048,75067,2136,1962,800,291200,2136,350,986,2237,251,41,1962,387,5036,763,17,031,140200,6048,6048,75067,75067,2136,2136,1962,1962,800,800,291200,291200,2136,2136,350,350,986,986,2237,2237,251,251,41,41,1962,1962,387,387,5036,5036,763,763,17031140200,0.4077471967380224,0.13053196244970944,0.15150913423351867,0.19724770642201836,0.6254681647940075,35.1437265917603,0.02574713020797021,0.3704352739503755,1.0,True,0.7347121089542287,0.355297209035078
Census Tract 1403.01; Cook County; Illinois,2715,75616,956,917,285,407600,956,0,585,1262,111,41,917,198,2694,647,17,031,140301,2715,2715,75616,75616,956,956,917,917,285,285,407600,407600,956,956,0,0,585,585,1262,1262,111,111,41,41,917,917,198,198,2694,2694,647,647,17031140301,0.3107960741548528,0.12044374009508717,0.24016332590942835,0.2159214830970556,0.6119246861924686,79.09623430962343,0.026006390991087522,0.42174089604540915,1.0,True,0.6627328210451121,0.3821460289297
Census Tract 1403.02; Cook County; Illinois,3407,97574,1475,1345,684,413100,1475,16,1024,1573,343,59,1345,214,3064,191,17,031,140302,3407,3407,97574,97574,1475,1475,1345,1345,684,684,413100,413100,1475,1475,16,16,1024,1024,1573,1573,343,343,59,59,1345,1345,214,214,3064,3064,191,191,17031140302,0.5085501858736059,0.2555626191989828,0.06233681462140992,0.1591078066914498,0.7050847457627119,66.15186440677967,0.04066200781307236,0.3465137672484406,1.0,True,0.8082186785268876,0.3990500421692205
Census Tract 1404; Cook County; Illinois,5850,110306,2207,2085,1614,430900,2207,66,1484,2082,200,40,2085,267,5850,708,17,031,140400,5850,5850,110306,110306,2207,2207,2085,2085,1614,1614,430900,430900,2207,2207,66,66,1484,1484,2082,2082,200,200,40,40,2085,2085,267,267,5850,5850,708,708,17031140400,0.7741007194244605,0.11527377521613832,0.12102564102564102,0.12805755395683452,0.7023108291798822,49.98006343452651,0.014761677689548646,0.15865151105214603,1.0,True,0.8704854086292494,0.3363777666912484
Census Tract 1405; Cook County; Illinois,3315,73889,1489,1428,642,403400,1489,16,1196,1646,81,87,1428,125,3288,189,17,031,140500,3315,3315,73889,73889,1489,1489,1428,1428,642,642,403400,403400,1489,1489,16,16,1196,1196,1646,1646,81,81,87,87,1428,1428,125,125,3288,3288,189,189,17031140500,0.4495798319327731,0.10206561360874848,0.05748175182481752,0.08753501400560224,0.8139691067830759,49.62323707186031,0.008934314916732184,0.4480250125570712,1.0,True,0.7907221362211437,0.3263556748469156
Census Tract 1406.01; Cook County; Illinois,2468,85375,947,864,376,415600,947,22,693,1169,112,28,864,113,2467,257,17,031,140601,2468,2468,85375,85375,947,947,864,864,376,376,415600,415600,947,947,22,22,693,693,1169,1169,112,112,28,28,864,864,113,113,2467,2467,257,257,17031140601,0.4351851851851852,0.11976047904191617,0.10417511147142278,0.13078703703703703,0.7550158394931362,90.1531151003168,0.015663118208028386,0.4264441315655677,1.0,True,0.7650397707392816,0.3485762476914159
Census Tract 1406.02; Cook County; Illinois,4211,62033,1885,1684,391,401200,1885,161,1038,2056,350,7,1684,290,4181,973,17,031,140602,4211,4211,62033,62033,1885,1885,1684,1684,391,391,401200,401200,1885,1885,161,161,1038,1038,2056,2056,350,350,7,7,1684,1684,290,290,4181,4181,973,973,17031140602,0.2321852731591449,0.17363813229571984,0.23271944510882564,0.17220902612826602,0.6360742705570291,32.90875331564987,0.02990205366137693,0.48838719229824146,1.0,True,0.6398527095080173,0.39941993289436223
Census Tract 1407.01; Cook County; Illinois,2870,97500,1208,1050,464,352400,1208,10,717,1790,205,10,1050,241,2870,436,17,031,140701,2870,2870,97500,97500,1208,1208,1050,1050,464,464,352400,352400,1208,1208,10,10,717,717,1790,1790,205,205,10,10,1050,1050,241,241,2870,2870,436,436,17031140701,0.4419047619047619,0.12011173184357542,0.15191637630662022,0.22952380952380952,0.6018211920529801,80.71192052980132,0.02756850226123969,0.33587354146956794,1.0,True,0.7459269824669491,0.35393835584090366
Census Tract 1407.02; Cook County; Illinois,5120,76392,2308,2189,805,411000,2308,118,1415,2881,265,95,2189,666,5120,321,17,031,140702,5120,5120,76392,76392,2308,2308,2189,2189,805,805,411000,411000,2308,2308,118,118,1415,1415,2881,2881,265,265,95,95,2189,2189,666,666,5120,5120,321,321,17031140702,0.3677478300593878,0.12495661228740021,0.0626953125,0.3042485153037917,0.66421143847487,33.098786828422874,0.03801786376583305,0.41994912327511197,1.0,True,0.7611135864567604,0.36795282964449333
Census Tract 1408; Cook County; Illinois,5924,108958,2935,2642,1223,504400,2935,146,1813,2610,322,58,2642,428,5924,543,17,031,140800,5924,5924,108958,108958,2935,2935,2642,2642,1223,1223,504400,504400,2935,2935,146,146,1813,1813,2610,2610,322,322,58,58,2642,2642,428,428,5924,5924,543,543,17031140800,0.46290688872066615,0.14559386973180077,0.09166103983794734,0.161998485995458,0.6674616695059625,37.1236797274276,0.023585986466771663,0.35848906473465586,1.0,True,0.7798907287889191,0.3432319711240979
Census Tract 1502; Cook County; Illinois,7406,105145,3331,2962,1681,417900,3331,14,2191,2903,292,178,2962,528,7406,692,17,031,150200,7406,7406,105145,105145,3331,3331,2962,2962,1681,1681,417900,417900,3331,3331,14,14,2191,2191,2903,2903,292,292,178,178,2962,2962,528,528,7406,7406,692,692,17031150200,0.5675219446320054,0.1619014812263176,0.09343775317310289,0.17825793382849425,0.6619633743620534,31.565595917141998,0.028860223527176126,0.28628463286893663,1.0,True,0.813965634095272,0.35586044585242166
Census Tract 1503; Cook County; Illinois,7180,89097,3387,3251,1864,338200,3387,310,1563,3487,382,17,3251,155,7114,524,17,031,150300,7180,7180,89097,89097,3387,3387,3251,3251,1864,1864,338200,338200,3387,3387,310,310,1563,1563,3487,3487,382,382,17,17,3251,3251,155,155,7114,7114,524,524,17031150300,0.5733620424484774,0.11442500716948667,0.0736575766095024,0.04767763764995386,0.5529967522881606,26.305580159433127,0.005455514029920158,0.2359294049288461,1.0,True,0.8247536590594516,0.252531499633068
Census Tract 1504.01; Cook County; Illinois,5310,86563,1944,1822,1098,374600,1944,71,860,2104,219,130,1822,167,5310,974,17,031,150401,5310,5310,86563,86563,1944,1944,1822,1822,1098,1098,374600,374600,1944,1944,71,71,860,860,2104,2104,219,219,130,130,1822,1822,167,167,5310,5310,974,974,17031150401,0.6026344676180022,0.16587452471482889,0.18342749529190208,0.09165751920965971,0.47890946502057613,44.52829218106996,0.015203647435442603,0.190302114530679,1.0,True,0.7854004947403815,0.30915757119495374
Census Tract 1504.02; Cook County; Illinois,3923,103939,1453,1331,835,400900,1453,39,795,1787,217,0,1331,107,3923,230,17,031,150402,3923,3923,103939,103939,1453,1453,1331,1331,835,835,400900,400900,1453,1453,39,39,795,795,1787,1787,217,217,0,0,1331,1331,107,107,3923,3923,230,230,17031150402,0.6273478587528174,0.12143256855064354,0.05862860056079531,0.08039068369646882,0.5739848589125947,71.53406744666208,0.009762047208804551,0.2138966867172404,1.0,True,0.8494800820482382,0.267460968706859
Census Tract 1505.01; Cook County; Illinois,3935,126471,1597,1572,1173,379300,1597,123,481,1762,60,66,1572,99,3935,240,17,031,150501,3935,3935,126471,126471,1597,1597,1572,1572,1173,1173,379300,379300,1597,1597,123,123,481,481,1762,1762,60,60,66,66,1572,1572,99,99,3935,3935,240,240,17031150501,0.7461832061068703,0.07150964812712826,0.060991105463786534,0.06297709923664122,0.37820914214151535,79.19286161552911,0.0045034702064794515,0.09599583187943041,1.0,True,0.8880461779290482,0.18262524113067408
Census Tract 1505.02; Cook County; Illinois,4460,79659,1677,1539,981,388600,1677,223,356,2085,181,116,1539,173,4460,411,17,031,150502,4460,4460,79659,79659,1677,1677,1539,1539,981,981,388600,388600,1677,1677,223,223,356,356,2085,2085,181,181,116,116,1539,1539,173,173,4460,4460,411,411,17031150502,0.6374269005847953,0.14244604316546763,0.092152466367713,0.11241065627030539,0.34525939177101966,47.50089445438282,0.016012453195338467,0.125181767776627,1.0,True,0.8378295653994637,0.23603697150203207
Census Tract 1506; Cook County; Illinois,4036,102399,1605,1447,1032,442300,1605,0,1112,1766,208,66,1447,139,4036,413,17,031,150600,4036,4036,102399,102399,1605,1605,1447,1447,1032,1032,442300,442300,1605,1605,0,0,1112,1112,1766,1766,208,208,66,66,1447,1447,139,139,4036,4036,413,413,17031150600,0.7131997235659986,0.1551528878822197,0.10232903865213082,0.09606081548030408,0.6928348909657321,63.8,0.014904112934090214,0.1987052382520932,1.0,True,0.8585456969203094,0.3374927911052858
Census Tract 1507; Cook County; Illinois,3915,132361,1511,1417,961,394400,1511,18,728,1644,287,23,1417,188,3840,250,17,031,150700,3915,3915,132361,132361,1511,1511,1417,1417,961,961,394400,394400,1511,1511,18,18,728,728,1644,1644,287,287,23,23,1417,1417,188,188,3840,3840,250,250,17031150700,0.6781933662667607,0.18856447688564476,0.06510416666666667,0.13267466478475654,0.4937127729980146,87.59827928524156,0.025017728761115892,0.15888004550959398,1.0,True,0.8635457215740786,0.29838431353282524
Census Tract 1508; Cook County; Illinois,4652,92443,1838,1740,1256,352700,1838,109,1296,1991,473,143,1740,135,4652,392,17,031,150800,4652,4652,92443,92443,1838,1838,1740,1740,1256,1256,352700,352700,1838,1838,109,109,1296,1296,1991,1991,473,473,143,143,1740,1740,135,135,4652,4652,392,392,17031150800,0.7218390804597701,0.30939226519337015,0.08426483233018056,0.07758620689655173,0.764417845484222,50.29542981501632,0.024004572299485615,0.21263117081285257,1.0,True,0.8695021544151933,0.4241119186076916
Census Tract 1510.01; Cook County; Illinois,2616,94435,926,869,530,377700,926,0,494,973,93,61,869,20,2587,357,17,031,151001,2616,2616,94435,94435,926,926,869,869,530,530,377700,377700,926,926,0,0,494,494,973,973,93,93,61,61,869,869,20,20,2587,2587,357,357,17031151001,0.6098964326812428,0.15827338129496402,0.13799768071124854,0.023014959723820484,0.5334773218142549,101.98164146868251,0.0036426554958564794,0.20811140632339747,1.0,True,0.8081496844091731,0.28310093019101445
Census Tract 1510.02; Cook County; Illinois,4473,75875,1759,1715,730,364700,1759,136,798,2205,128,178,1715,326,4473,801,17,031,151002,4473,4473,75875,75875,1759,1759,1715,1715,730,730,364700,364700,1759,1759,136,136,798,798,2205,2205,128,128,178,178,1715,1715,326,326,4473,4473,801,801,17031151002,0.42565597667638483,0.13877551020408163,0.1790744466800805,0.1900874635568513,0.5309835133598636,43.135304150085275,0.026379484738501813,0.30496720738161265,1.0,True,0.7283498094087109,0.3401209475751125
Census Tract 1511; Cook County; Illinois,5408,62717,1987,1920,889,408700,1987,13,1416,2351,191,138,1920,319,5371,931,17,031,151100,5408,5408,62717,62717,1987,1987,1920,1920,889,889,408700,408700,1987,1987,13,13,1416,1416,2351,2351,191,191,138,138,1920,1920,319,319,5371,5371,931,931,17031151100,0.4630208333333333,0.13994045087196938,0.17333829826847888,0.16614583333333333,0.7191746351283341,31.563663814796175,0.023250522827165745,0.38618179625901694,1.0,True,0.7433644496448105,0.38349749577885217
Census Tract 1512; Cook County; Illinois,3447,69776,1381,1291,1038,369000,1381,51,584,1496,247,40,1291,114,3416,299,17,031,151200,3447,3447,69776,69776,1381,1381,1291,1291,1038,1038,369000,369000,1381,1381,51,51,584,584,1496,1496,247,247,40,40,1291,1291,114,114,3416,3416,299,299,17031151200,0.8040278853601859,0.19184491978609625,0.08752927400468384,0.08830364058869093,0.45981173062997827,50.52570601013758,0.016940604845557684,0.09011027718774943,1.0,True,0.8954266324808137,0.2838286383194157
